source	time	person	location	organization	miscellaneous
	2016-03-05 00:00:00	senator			four|four|three|11 million|the past week|15|four|one|seven|11|third|four|just 155|99|66|three|109|at least 48
	2016-03-06 00:00:00				second|nearly 75 percent
	2016-03-07 00:00:00				year|12 percent|41 percent|31 percent|democratic
	2016-03-07 00:00:00	arch			later this month|18|19|two weeks ago|18|first|21|22|two|10|this month|two|about billion|two|later this week
	2016-03-07 00:00:00			campaign|embassies|foreign ministry|on	three|one|three|two|last week|this week|first|last week|from 2001 to 2009
	2016-03-07 00:00:00				this month|20|one|one|12|18|21|22|decades|first|two|2016|15 months
	2016-03-07 00:00:00				today
	2016-03-07 00:00:00				last week|annual
	2016-03-07 00:00:00				this week|millions
	2016-03-07 00:00:00				three days|more than two weeks|one|last week
	2016-03-07 00:00:00			state	last week|first|two|2009|millions|74|democratic|two|thousands
	2016-03-08 00:00:00				daily|year and half|last month|175 pounds|180|feet inches
	2016-03-08 00:00:00				thousands
	2016-03-08 00:00:00	last|last		federal appeals court	first|one
	2016-03-08 00:00:00			records|records	eight years|three decades|88 percent|80 percent|the fiscal year ending 30|about billion|nine|20 to 40 percent|annual|about to billion|2013|million|billion|billion|130|nearly million|this fiscal|about million|million|million|last year|billion over for an sum of million
	2016-03-08 00:00:00			the central board	16|15|two|week ago|sixth|13|two|more than five months|seven
	2016-03-08 00:00:00				two|more than five months|16|five|three|last year|recent years|three|months
	2016-03-08 00:00:00				the 20th hour|24|34
	2016-03-08 00:00:00				million|million|school week|million|million|2016 fiscal year|10 percent|third|billion|million|million|more than percent
	2016-03-08 00:00:00				conservative
	2016-03-08 00:00:00				night|350
	2016-03-08 00:00:00	presidential			first|hawks|days|millions|two|25|165
	2016-03-08 00:00:00		province	the commission overseeing foreign told	one|more than 200 million|about billion|last year|first|four|last year
	2016-03-09 00:00:00				day|11
	2016-03-09 00:00:00			presidential	2016|week
	2016-03-09 00:00:00				9th|8th|first|three|one
	2016-03-09 00:00:00	regained		gun|police	afternoon|the next day|six|morning|evening|one
	2016-03-09 00:00:00			postal|editorial	next month|more than five decades|first|1959|two|more than 50
	2016-03-09 00:00:00				two|last month|days
	2016-03-09 00:00:00	uncertain			million|12
	2016-03-09 00:00:00				two|year ago|first|second|nearly dozen|one|more than dozen
	2016-03-09 00:00:00				next week|an election year|one|two|14|22|last week
	2016-03-09 00:00:00				
	2016-03-09 00:00:00				1973|last year|24 hours|annual|2013|first|years
	2016-03-09 00:00:00				about three following|approximately three months|billion|years
	2016-03-09 00:00:00				five
	2016-03-10 00:00:00				15 minutes
	2016-03-10 00:00:00				five|last month|five|one
	2016-03-10 00:00:00			the judiciary committee	
	2016-03-10 00:00:00	march		political operation|group|political	this year|million|2012|afternoon|million|this week|2016
	2016-03-10 00:00:00				two
	2016-03-10 00:00:00				first
	2016-03-10 00:00:00				four|presidential|day|recent weeks|one|1976
	2016-03-10 00:00:00			town hall	night|four|week|2012|months|one
	2016-03-10 00:00:00				million|71|24|12|billions of dollars
	2016-03-10 00:00:00				
	2016-03-10 00:00:00				first
	2016-03-10 00:00:00		industrial city|rust|northeastern city|union		2016|20|next week|270|the 1980s|more than two dozen|30 years|several hundred|nearly 75 percent|20|the 20th|69 percent|over million|two|one fifth|week
	2016-03-10 00:00:00			al last administration	13|night|years|first|2009|years
	2016-03-10 00:00:00				2015|2011|democratic|2014|2013
	2016-03-10 00:00:00				the coming weeks|2006
	2016-03-11 00:00:00				temple|two
	2016-03-11 00:00:00				next week|white|the last three|2012|26 percent|thousands|15|earlier this month|conservatives|the decade ago|64 percent|47|from 18 to more than half now|just 27 percent|night
	2016-03-11 00:00:00				12|20
	2016-03-11 00:00:00	lady|chief|former|former		library	nine|their years|first|age 93|2016|two|first|2016|three|age 94
	2016-03-11 00:00:00			federal appeals court|federal trial judge	three|two|conservative|the weekend|five|first|first|first|third|1991|first|two|8th|four|four|first
	2016-03-11 00:00:00	firebrand			the third day|the past decades|2000|2004|liberal|this week|day|75 percent
	2016-03-12 00:00:00			presidential	five
	2016-03-12 00:00:00				night|just hours|two|second|thousands|evening|thousands|two|their half hour|one|night|three|last year|just days|five|later this month
	2016-03-12 00:00:00				night|thousands
	2016-03-12 00:00:00	presidential			day|four|communist|last year|first|37 percent|four
	2016-03-13 00:00:00			organized group	this week|two|two|some tense minutes|just days|five|first
	2016-03-14 00:00:00				
	2016-03-14 00:00:00				first|first|2000|first|two|three|more than half century|18 years|six|2012|morning
	2016-03-14 00:00:00				the eve|first
	2016-03-14 00:00:00	presidential	last|last		one|five|earlier|four
	2016-03-14 00:00:00	presidential			one|five|2008|about 40|three|some 70 feet
	2016-03-15 00:00:00				one|five|last week
	2016-03-15 00:00:00				night|around 55 percent|40 percent|first|second
	2016-03-15 00:00:00				fiscal 2017|trillion|first|dozens|months|trillion|billion|weeks|the start of the next fiscal
	2016-03-15 00:00:00	on|serious			two days|one|five|2008
	2016-03-15 00:00:00				2015
	2016-03-15 00:00:00				one|five|recent days|this campaign cycle
	2016-03-15 00:00:00				2012|million|five years before|millions|one|2012|million|57 percent|two
	2016-03-15 00:00:00				three
	2016-03-16 00:00:00				
	2016-03-16 00:00:00			the high court	almost two decades|his 19 years|one|2003|1998|2014|2015|2014|11
	2016-03-16 00:00:00			federal	that day|second|19 years|conservative|one|1995|2013|fourth|five
	2016-03-16 00:00:00				32|71
	2016-03-16 00:00:00				three|the same night|annual|first
	2016-03-16 00:00:00				the day|first
	2016-03-16 00:00:00				
	2016-03-16 00:00:00				
	2016-03-16 00:00:00	brilliant legal			conservative|four|four|first|decades|fourth|five|two|1997|1995|the final year|two|55|first|50|fourth|decades
	2016-03-16 00:00:00				
	2016-03-16 00:00:00				million|decades|50 percent|before the end of his despite the recent surge in rhetoric in presidential president is very committed to getting it done and he intends to work as long and hard
	2016-03-16 00:00:00				presidential|second|2017
	2016-03-16 00:00:00	strategist			66|first|2000|first|2012|18 years|six|three|40|one|five|two|roughly 60 percent|three|six|one|night
	2016-03-16 00:00:00			party	next week|third|earlier this week|the night|eight|four|first|this election cycle|two|24 million|first|earlier this month|million|year
	2016-03-17 00:00:00				the next 10|2016
	2016-03-17 00:00:00				40|300|earlier this week
	2016-03-17 00:00:00				only days|11 million
	2016-03-17 00:00:00				
	2016-03-17 00:00:00			federal|town hall	million|the day|2016|billion|2017
	2016-03-17 00:00:00				
	2016-03-17 00:00:00				
	2016-03-17 00:00:00	16		federal	night|today|four|300
	2016-03-17 00:00:00				
	2016-03-17 00:00:00	think|cook			the 40 percent|just over half|just 36 percent|around 60 percent|40|52 percent|second|the 33 percent|40 percent|nearly 14 percentage|about percentage|last year|this week
	2016-03-17 00:00:00				two|2014
	2016-03-18 00:00:00			appeals court	six|conservative|first|weeks|next week
	2016-03-18 00:00:00				
	2016-03-18 00:00:00			federal appeals court|federal	two|congressional|2nd|2010|2012|years|10 months|2004|one|2015|2010|2012|three months
	2016-03-18 00:00:00				first|first
	2016-03-18 00:00:00				two nights|1961 to 1977|first|one|from 2011 to 2014|four|two|first|nights|first|88|winter|50 years
	2016-03-18 00:00:00				
	2016-03-18 00:00:00	responded|pretty|in			2012|conservatives|third|take that and|81 percent
	2016-03-19 00:00:00				dozens|three|at least one|thousands|week ago|22
	2016-03-20 00:00:00				million|million|recent months|million|million|more than million|millions
	2016-03-20 00:00:00			the for	eight|seven|four|four|2010
	2016-03-20 00:00:00	allied		defense	hardliners|recent years|first|recent weeks|1980s
	2016-03-20 00:00:00			state	first|nearly 90|millions|23
	2016-03-21 00:00:00			small|regulatory|financial	the millions of dollars|months|million|nearly million|million
	2016-03-21 00:00:00			national encryption commission	years|last fall|earlier this month|last month|earlier this month
	2016-03-21 00:00:00	son		federal appeals court	three
	2016-03-21 00:00:00				50|spring|every week|the last two or three weeks|one|four|last week|first|one|five|half|60 percent|43 percent
	2016-03-21 00:00:00				daily
	2016-03-21 00:00:00				
	2016-03-21 00:00:00				last year|seven|many years|the last three years
	2016-03-21 00:00:00				decades
	2016-03-22 00:00:00				at least 30|one|58|11 million|40|40|at least 50 percent|2012|millions|six|first|week ago
	2016-03-22 00:00:00				
	2016-03-22 00:00:00			state	
	2016-03-22 00:00:00				days|at least 30|130|fifth|first|this week|one|weeks|one
	2016-03-22 00:00:00				
	2016-03-22 00:00:00				
	2016-03-22 00:00:00			cultural|army	2014|decades|1959|the final day|two|15 months|1987|two|two|first|2002|first
	2016-03-22 00:00:00				fourth|nearly fifth|last week|23 percent|democratic|morning|hours|the day
	2016-03-22 00:00:00				34
	2016-03-22 00:00:00			legislature	first|last month|19 years|one|the last two decades|about two dozen|million|three|more than fifth|13 percent|last year|three|the 19th|two|2011
	2016-03-22 00:00:00				first|2014|half century|decades|hours|2008|first|so many years
	2016-03-22 00:00:00		commonwealth		billions of dollars|billion|45 percent|the act federal bankruptcy|billion|15 percent
	2016-03-22 00:00:00				13|54|first|at least 30|two|1995|the early months of next|four|four|first|two
	2016-03-22 00:00:00				
	2016-03-22 00:00:00				afternoon|the comes year|million|2013|million|the next fiscal|at least the fourth quarter of 2016
	2016-03-22 00:00:00				third|dozens|more than 70|millions|two|this week|millions|two|the year|thousands of hours|2015|2016|2012|25|the past 18 or so|tens of thousands|hundreds of thousands
	2016-03-23 00:00:00				night|the day
	2016-03-23 00:00:00				one|14
	2016-03-23 00:00:00				four|four|three|eight|13|90 minutes|sixth|millions|2012|2015|seven|1993|2013|2014
	2016-03-23 00:00:00				his first 100 days|two|the past decade|billion|the next 18|more than million|second|two|two|two|2005|two
	2016-03-23 00:00:00				first|last year
	2016-03-23 00:00:00				the year 2021|more than six years|2016|first|millions|last year|an hour|earlier this month|about seven|10|nearly half|the new year
	2016-03-23 00:00:00			daily|change	fall day|2003|one|one|2016|14|first|one|one|first|nearly 21 million|14|one|one|two
	2016-03-23 00:00:00				fiscal 2016|nine months|billion|weeks|one|the current fiscal in warned|the end of the month|fiscal year|billion|additional million|about billion
	2016-03-23 00:00:00				two|earlier this month|five|19|19 days|one
	2016-03-23 00:00:00			interior|parliament	at least 30|one|14
	2016-03-23 00:00:00				2013|last month|40|58|two|three|at least 31|third|2012
	2016-03-24 00:00:00				1992|1992|16|24 years ago|year|1991|1992|1992|62 percent|33 percent
	2016-03-24 00:00:00		northern|near	state	week|years|2014|the nearly 50 tonnes|five years ago|about 50|this week
	2016-03-24 00:00:00	von|toured|bottle		the foreign affairs committee	this month|2015|weekly|this month|democratic|millions|10th|the last two years|one|last year|2012|first|20 years
	2016-03-24 00:00:00		euro zone		one|at least 31|close to fifth|2001|two
	2016-03-25 00:00:00				
	2016-03-25 00:00:00	young			years|one|this year|one|this week|last week|2009|the end of the second year|late 2010|early 2011
	2016-03-25 00:00:00	presidential|liberal		state	2014|first|2007
	2016-03-26 00:00:00				five|earlier this week
	2016-03-27 00:00:00				hundreds|more than 50|43
	2016-03-27 00:00:00			nuclear	days|56|1949|two|the mutual defense treaty
	2016-03-28 00:00:00				five|first|2008|first|18|five|two|fourth
	2016-03-28 00:00:00				four|his nine years|2005|two|one|one|seven|one year|one|three|36 months|one|one|eight|three|2014
	2016-03-28 00:00:00	presidential			five
	2016-03-28 00:00:00				million|300
	2016-03-28 00:00:00			national	last week|first|the same day|the weeks
	2016-03-29 00:00:00				last week|at least 35|third
	2016-03-29 00:00:00				one|four|four|one|conservative|conservative|2010|congressional|conservatives|2012|2015|2013
	2016-03-29 00:00:00	principled constitutional|strategist			first|first|one year|less than week
	2016-03-29 00:00:00				decades
	2016-03-29 00:00:00			the for	millions of dollars|2014|four|four|1977|conservatives|years|today|conservative|nine|11|five|second|first|about half|millions of dollars|million|2013|1977|25|last week
	2016-03-29 00:00:00	presidential|former presidential|though			week|36 percent|35|third|19|the fall
	2016-03-29 00:00:00			the intelligence office	two|21|last year|2001
